year,state,candidate,party_simplified,candidatevotes,totalvotes,vote_pct,margin
2008,GEORGIA,"OBAMA, BARACK H.",DEMOCRAT,1844123,3924486,46.99017909606506,5.2143388968644615
2008,HAWAII,"MCCAIN, JOHN",REPUBLICAN,120566,456064,26.43620193657031,
2008,HAWAII,"OBAMA, BARACK H.",DEMOCRAT,325871,456064,71.45291011787819,45.01670818130788
2008,IDAHO,"MCCAIN, JOHN",REPUBLICAN,403012,655122,61.51709147303861,
2008,IDAHO,"OBAMA, BARACK H.",DEMOCRAT,236440,655122,36.09098763283785,25.42610384020076
2008,ILLINOIS,"MCCAIN, JOHN",REPUBLICAN,2031179,5522371,36.7809225421472,
2008,ILLINOIS,"OBAMA, BARACK H.",DEMOCRAT,3419348,5522371,61.91811452001323,25.13719197786603
2008,INDIANA,"MCCAIN, JOHN",REPUBLICAN,1345648,2751054,48.91390717884854,
2008,INDIANA,"OBAMA, BARACK H.",DEMOCRAT,1374039,2751054,49.94591163968428,1.0320044608357437
2008,IOWA,"MCCAIN, JOHN",REPUBLICAN,682379,1537123,44.39325935530208,
2008,IOWA,"OBAMA, BARACK H.",DEMOCRAT,828940,1537123,53.92802007386527,9.534760718563192
2008,KANSAS,"MCCAIN, JOHN",REPUBLICAN,699655,1235872,56.61225434349189,
2008,KANSAS,"OBAMA, BARACK H.",DEMOCRAT,514765,1235872,41.651967194013615,14.960287149478267
2008,KENTUCKY,"MCCAIN, JOHN",REPUBLICAN,1048462,1826620,57.39902114287592,
2008,KENTUCKY,"OBAMA, BARACK H.",DEMOCRAT,751985,1826620,41.16811378392879,16.230907358947128
2008,LOUISIANA,"MCCAIN, JOHN",REPUBLICAN,1148275,1960761,58.56272131075638,
2008,LOUISIANA,"OBAMA, BARACK H.",DEMOCRAT,782989,1960761,39.93291380234511,18.629807508411268
2008,MAINE,"MCCAIN, JOHN",REPUBLICAN,295273,731163,40.38401833790823,
2008,MAINE,"OBAMA, BARACK H.",DEMOCRAT,421923,731163,57.705737297975965,17.321718960067734
2008,MARYLAND,"MCCAIN, JOHN",REPUBLICAN,959862,2631596,36.4745196451127,
2008,MARYLAND,"OBAMA, BARACK H.",DEMOCRAT,1629467,2631596,61.919344762645935,25.444825117533235
2008,MASSACHUSETTS,"MCCAIN, JOHN",REPUBLICAN,1108854,3102995,35.734959289331755,
2008,MASSACHUSETTS,"OBAMA, BARACK H.",DEMOCRAT,1904097,3102995,61.36319910280229,25.628239813470536
2008,MICHIGAN,"MCCAIN, JOHN",REPUBLICAN,2048639,5001596,40.959705661952704,
2008,MICHIGAN,"OBAMA, BARACK H.",DEMOCRAT,2872579,5001596,57.43324730745945,16.47354164550675
2008,MINNESOTA,"MCCAIN, JOHN",REPUBLICAN,1275409,2910369,43.82293104413908,
2008,MINNESOTA,"OBAMA, BARACK H.",DEMOCRAT,1573354,2910369,54.060292698279845,10.23736165414077
2008,MISSISSIPPI,"MCCAIN, JOHN",REPUBLICAN,724597,1289865,56.1761889810174,
2008,MISSISSIPPI,"OBAMA, BARACK H.",DEMOCRAT,554662,1289865,43.0015544262384,13.174634554778995
2008,MISSOURI,"MCCAIN, JOHN",REPUBLICAN,1445814,2925205,49.42607441187882,
2008,MISSOURI,"OBAMA, BARACK H.",DEMOCRAT,1441911,2925205,49.292647865705135,0.1334265461736876
2008,MONTANA,"MCCAIN, JOHN",REPUBLICAN,242763,490109,49.5324509445858,
2008,MONTANA,"OBAMA, BARACK H.",DEMOCRAT,231667,490109,47.26846477008176,2.2639861745040406
2008,NEBRASKA,"MCCAIN, JOHN",REPUBLICAN,452979,801281,56.53185336979162,
2008,NEBRASKA,"OBAMA, BARACK H.",DEMOCRAT,333319,801281,41.5982657769247,14.93358759286692
2008,NEVADA,"MCCAIN, JOHN",REPUBLICAN,412827,967848,42.65411510898405,
2008,NEVADA,"OBAMA, BARACK H.",DEMOCRAT,533736,967848,55.1466759243187,12.492560815334649
2008,NEW HAMPSHIRE,"MCCAIN, JOHN",REPUBLICAN,316534,710970,44.521428470962206,
2008,NEW HAMPSHIRE,"OBAMA, BARACK H.",DEMOCRAT,384826,710970,54.12689705613458,9.605468585172376
2008,NEW JERSEY,"MCCAIN, JOHN",REPUBLICAN,1613207,3868237,41.70393385927491,
2008,NEW JERSEY,"OBAMA, BARACK H.",DEMOCRAT,2215422,3868237,57.27213715188599,15.56820329261108
2008,NEW MEXICO,"MCCAIN, JOHN",REPUBLICAN,346832,830158,41.77903483433274,
2008,NEW MEXICO,"OBAMA, BARACK H.",DEMOCRAT,472422,830158,56.90748026279336,15.128445428460616
2008,NEW YORK,"MCCAIN, JOHN",REPUBLICAN,2418323,7722019,31.3172371111752,
2008,NEW YORK,"OBAMA, BARACK H.",DEMOCRAT,4645332,7722019,60.15696154075767,28.83972442958247
2008,NORTH CAROLINA,"MCCAIN, JOHN",REPUBLICAN,2128474,4310851,49.37479861864861,
2008,NORTH CAROLINA,"OBAMA, BARACK H.",DEMOCRAT,2142651,4310851,49.70366639904743,0.3288677803988165
2008,NORTH DAKOTA,"MCCAIN, JOHN",REPUBLICAN,168601,316621,53.25010027761898,
2008,NORTH DAKOTA,"OBAMA, BARACK H.",DEMOCRAT,141278,316621,44.62054001471791,8.629560262901073
2008,OHIO,"MCCAIN, JOHN",REPUBLICAN,2677820,5708350,46.91057836327485,
2008,OHIO,"OBAMA, BARACK H.",DEMOCRAT,2940044,5708350,51.50427006052537,4.59369169725052
2008,OKLAHOMA,"MCCAIN, JOHN",REPUBLICAN,960165,1462661,65.64508112269351,
2008,OKLAHOMA,"OBAMA, BARACK H.",DEMOCRAT,502496,1462661,34.3549188773065,31.29016224538701
2008,OREGON,"MCCAIN, JOHN",REPUBLICAN,738475,1827864,40.400981692292206,
2008,OREGON,"OBAMA, BARACK H.",DEMOCRAT,1037291,1827864,56.748806256920645,16.34782456462844
2008,PENNSYLVANIA,"MCCAIN, JOHN",REPUBLICAN,2655885,6013272,44.16705247991443,
2008,PENNSYLVANIA,"OBAMA, BARACK H.",DEMOCRAT,3276363,6013272,54.48552801203738,10.318475532122946
2008,RHODE ISLAND,"MCCAIN, JOHN",REPUBLICAN,165391,471766,35.05784647473536,
2008,RHODE ISLAND,"OBAMA, BARACK H.",DEMOCRAT,296571,471766,62.86400461245617,27.80615813772081
2008,SOUTH CAROLINA,"MCCAIN, JOHN",REPUBLICAN,1034896,1920969,53.873643978637865,
2008,SOUTH CAROLINA,"OBAMA, BARACK H.",DEMOCRAT,862449,1920969,44.89656001736624,8.977083961271624
2008,SOUTH DAKOTA,"MCCAIN, JOHN",REPUBLICAN,203054,381975,53.15897637279927,
2008,SOUTH DAKOTA,"OBAMA, BARACK H.",DEMOCRAT,170924,381975,44.74743111460175,8.411545258197528
2008,TENNESSEE,"MCCAIN, JOHN",REPUBLICAN,1479178,2599749,56.89695428289423,
2008,TENNESSEE,"OBAMA, BARACK H.",DEMOCRAT,1087437,2599749,41.82853806271298,15.068416220181248
2008,TEXAS,"MCCAIN, JOHN",REPUBLICAN,4479328,8077795,55.45236045232641,
2008,TEXAS,"OBAMA, BARACK H.",DEMOCRAT,3528633,8077795,43.683121445889626,11.769239006436784
2008,UTAH,"MCCAIN, JOHN",REPUBLICAN,596030,952370,62.58386971450172,
2008,UTAH,"OBAMA, BARACK H.",DEMOCRAT,327670,952370,34.40574566607516,28.178124048426557
2008,VERMONT,"MCCAIN, JOHN",REPUBLICAN,98974,325046,30.449228724549755,
2008,VERMONT,"OBAMA, BARACK H.",DEMOCRAT,219262,325046,67.45568319560924,37.006454471059484
2008,VIRGINIA,"MCCAIN, JOHN",REPUBLICAN,1725005,3723260,46.33050069025531,
2008,VIRGINIA,"OBAMA, BARACK H.",DEMOCRAT,1959532,3723260,52.62946987317566,6.298969182920345
2008,WASHINGTON,"MCCAIN, JOHN",REPUBLICAN,1229216,3036878,40.47630494211489,
2008,WASHINGTON,"OBAMA, BARACK H.",DEMOCRAT,1750848,3036878,57.65289221364836,17.176587271533464
2008,WEST VIRGINIA,"MCCAIN, JOHN",REPUBLICAN,397466,713451,55.71034310695479,
2008,WEST VIRGINIA,"OBAMA, BARACK H.",DEMOCRAT,303857,713451,42.58975038229676,13.120592724658032
2008,WISCONSIN,"MCCAIN, JOHN",REPUBLICAN,1262393,2983417,42.31366248834809,
2008,WISCONSIN,"OBAMA, BARACK H.",DEMOCRAT,1677211,2983417,56.21778651794235,13.904124029594255
2008,WYOMING,"MCCAIN, JOHN",REPUBLICAN,164958,254904,64.71377459749553,
2008,WYOMING,"OBAMA, BARACK H.",DEMOCRAT,82868,254904,32.50949377020368,32.204280827291846
