year,state,candidate,party_simplified,candidatevotes,totalvotes,vote_pct,margin
2012,MONTANA,"ROMNEY, MITT",REPUBLICAN,267928,484048,55.3515353849205,
2012,MONTANA,"OBAMA, BARACK H.",DEMOCRAT,201839,484048,41.6981373748058,13.6533980101147
2012,NEBRASKA,"ROMNEY, MITT",REPUBLICAN,475064,794379,59.80319217904804,
2012,NEBRASKA,"OBAMA, BARACK H.",DEMOCRAT,302081,794379,38.02731441792898,21.775877761119062
2012,NEVADA,"ROMNEY, MITT",REPUBLICAN,463567,1014918,45.67531564126363,
2012,NEVADA,"OBAMA, BARACK H.",DEMOCRAT,531373,1014918,52.35624947040056,6.680933829136933
2012,NEW HAMPSHIRE,"ROMNEY, MITT",REPUBLICAN,329918,710972,46.40379649268888,
2012,NEW HAMPSHIRE,"OBAMA, BARACK H.",DEMOCRAT,369561,710972,51.97968415071198,5.575887658023099
2012,NEW JERSEY,"ROMNEY, MITT",REPUBLICAN,1478088,3638499,40.62356482714439,
2012,NEW JERSEY,"OBAMA, BARACK H.",DEMOCRAT,2122786,3638499,58.3423549106376,17.718790083493218
2012,NEW MEXICO,"ROMNEY, MITT",REPUBLICAN,335788,783758,42.84332663909013,
2012,NEW MEXICO,"OBAMA, BARACK H.",DEMOCRAT,415335,783758,52.99276052046677,10.149433881376645
2012,NEW YORK,"ROMNEY, MITT",REPUBLICAN,2223397,7116784,31.241597328231403,
2012,NEW YORK,"OBAMA, BARACK H.",DEMOCRAT,4324228,7116784,60.76098417487449,29.519386846643084
2012,NORTH CAROLINA,"ROMNEY, MITT",REPUBLICAN,2270395,4505372,50.39306410214295,
2012,NORTH CAROLINA,"OBAMA, BARACK H.",DEMOCRAT,2178391,4505372,48.35096857706756,2.0420955250753963
2012,NORTH DAKOTA,"ROMNEY, MITT",REPUBLICAN,188320,322932,58.31568255855723,
2012,NORTH DAKOTA,"OBAMA, BARACK H.",DEMOCRAT,124966,322932,38.69731088897972,19.618371669577503
2012,OHIO,"ROMNEY, MITT",REPUBLICAN,2661407,5580822,47.68844087842257,
2012,OHIO,"OBAMA, BARACK H.",DEMOCRAT,2827621,5580822,50.66674765831986,2.978306779897295
2012,OKLAHOMA,"ROMNEY, MITT",REPUBLICAN,891325,1334872,66.77231974301657,
2012,OKLAHOMA,"OBAMA, BARACK H.",DEMOCRAT,443547,1334872,33.22768025698344,33.54463948603313
2012,OREGON,"ROMNEY, MITT",REPUBLICAN,754175,1789270,42.14987117651333,
2012,OREGON,"OBAMA, BARACK H.",DEMOCRAT,970488,1789270,54.239326652769,12.089455476255672
2012,PENNSYLVANIA,"ROMNEY, MITT",REPUBLICAN,2680434,5742040,46.68086603367445,
2012,PENNSYLVANIA,"OBAMA, BARACK H.",DEMOCRAT,2990274,5742040,52.0768577021407,5.395991668466252
2012,RHODE ISLAND,"ROMNEY, MITT",REPUBLICAN,157204,446049,35.24366157081397,
2012,RHODE ISLAND,"OBAMA, BARACK H.",DEMOCRAT,279677,446049,62.7009588632639,27.45729729244993
2012,SOUTH CAROLINA,"ROMNEY, MITT",REPUBLICAN,1071645,1964118,54.561131255861405,
2012,SOUTH CAROLINA,"OBAMA, BARACK H.",DEMOCRAT,865941,1964118,44.08803340736147,10.473097848499933
2012,SOUTH DAKOTA,"ROMNEY, MITT",REPUBLICAN,210610,363815,57.88931187554114,
2012,SOUTH DAKOTA,"OBAMA, BARACK H.",DEMOCRAT,145039,363815,39.86614075835246,18.02317111718868
2012,TENNESSEE,"ROMNEY, MITT",REPUBLICAN,1462330,2458577,59.47871471993759,
2012,TENNESSEE,"OBAMA, BARACK H.",DEMOCRAT,960709,2458577,39.07581499379519,20.402899726142397
2012,TEXAS,"ROMNEY, MITT",REPUBLICAN,4569843,7993851,57.16697746805639,
2012,TEXAS,"OBAMA, BARACK H.",DEMOCRAT,3308124,7993851,41.383358283760856,15.783619184295532
2012,UTAH,"ROMNEY, MITT",REPUBLICAN,740600,1017440,72.7905331026891,
2012,UTAH,"OBAMA, BARACK H.",DEMOCRAT,251813,1017440,24.74966582796037,48.040867274728726
2012,VERMONT,"ROMNEY, MITT",REPUBLICAN,92698,299290,30.97263523672692,
2012,VERMONT,"OBAMA, BARACK H.",DEMOCRAT,199239,299290,66.5705503023823,35.597915065655386
